imageid,keywords,year,_material,_height,_width,_time,_description
db57c17d-0cb7-4048-8e95-74d969d8b7a7,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Contours of a Figure"
972dc0d8-e05f-443b-90e3-9a4aa437dc9b,"Paris,painting,study,Still Life",1886,"oil on cardboard",2700,3500,1886,"Male Torso"
91bd6b75-fbbd-4319-8b8b-e7a4f4853ccf,"Paris,painting,study,Still Life",1887,"oil on canvas",2710,4080,1887,"Plaster Cast of a Woman&#39;s Torso"
814d3d6c-afea-470a-b597-ef5ba49eb98b,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Man"
dc256110-8a5e-4990-a627-99209b8ffe37,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Woman and an indistinct image"
e9388d8a-4140-4cc5-a4cd-f126ad58b012,"Arles,painting,Cityscape",1888,"oil on canvas",9150,7200,1888,"The Yellow House (The Street)"
0b74a654-4a4b-4b6f-8495-87a483ec9a82,"Auvers-sur-Oise,drawing,Animals",1890,"pencil on paper",4370,2690,1890,"Horse and Carriage"
5c9f429e-a5c0-4a1d-a3e3-10a3bb9637ce,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",2800,4200,1889,"Thresher (after Millet)"
13639afb-6349-489a-8152-2cb64e69376a,"Saint-Rémy-de-Provence,drawing,Figures,Animals,Peasant Life",1889,"chalk on paper",2470,3300,1889,"Study of Horses and Peasants"
46960944-a6e2-49a9-94ef-9f1ef0751589,"Saint-Rémy-de-Provence,drawing,landscape",1890,"pencil on paper",3290,2490,1890,"The Walled Wheatfield"
889a3b96-f3ef-4427-a553-7e356d578f64,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"chalk on paper",2730,2390,1890,"Man Working in a Field"
c6b20c92-f6da-474e-adc7-46d72a781cd6,"Paris,drawing,Cityscape",1887,pencil,2410,3160,1887,"Shed with Sunflowers"
0ad0cb5f-7c16-43e7-a605-ca30ba61c605,"The Hague,print,Figures",1882,lithography,2700,4280,1882,"Old Man Drinking Coffee"
83da3869-9a30-4646-b467-6a58d9ffc375,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Head of a Woman"
c91194a7-f117-46bd-8668-ead62ee695e3,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Contours of a figure"
1e83d4de-a660-4842-8753-0892047b3bbc,"The Hague,drawing,Animals",1883,pencil,6350,5100,1883,"Old Nag"
cf696b4b-ab7f-4569-a148-8759e0bf8f0e,"The Hague,print,Figures",1882,lithography,3150,4800,1882,"A Workman&#39;s Meal Break"
61d2f0c1-c21a-45bb-9b5f-8a9809087501,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",6430,4900,1889,Undergrowth
851ec99a-b770-4ee5-a98d-4661126105a9,"Auvers-sur-Oise,drawing,Townscape,landscape",1890,pencil,5440,4400,1890,"Landscape with Houses"
8cfb287d-7f94-4bad-a1b4-9185bf84602e,"Antwerp,drawing,interior",1885,"chalk on paper",1630,920,1885,"Couple Dancing"
ab0ec6d5-4ea5-441f-807f-f724b8933456,"The Hague,drawing,Figures,Heads",1882,pencil,2800,5010,"1882 - 1883","Head of a Woman"
1bd6411a-5d6c-40ea-a897-210d12364b28,"Paris,painting,Self-Portrait",1887,"oil on canvas",3130,4320,1887,Self-Portrait
f412250b-68e5-453c-80cd-bc83c0168c8d,"Arles,painting,Still Life",1889,"oil on canvas",7300,9500,1889,Sunflowers
fdb8b70a-bc04-4680-b5a7-3a87e642a40f,"Etten,drawing,Figures",1881,pencil,2420,3080,1881,"Study of a Hand"
a2bbfb33-e81f-4bb6-ac80-6c5ecbd06e3a,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Girl"
5bbc2368-1461-47e5-b7b6-36167de7436b,"1871 - 1880,The Hague,drawing,Cityscape",1872,pencil,1690,2220,"1872 - 1873","Lange Vijverberg, The Hague"
b48991c4-5ec5-4cc8-9b14-e9a68f412a6d,"Nuenen,drawing,Still Life",1885,"chalk on paper",2100,3450,1885,"Clock, Clog with Cutlery and a Spoon Rack"
415c5ade-8b62-4f4b-a59a-1d5c4b402362,"Paris",1886,"chalk on paper",1980,1090,1886,Note
7c262ae9-2af2-467e-89ca-45ca84d82f95,"1871 - 1880,Brussels,drawing,study,Portrait",1880,"pencil on paper",3050,4260,"1880 - 1881","The Daughter of Jacob Meyer (after Bargue after Holbein)"
c82c2fcd-90e8-4de6-b23d-f28c2af907d6,"Arles,painting,Cityscape,landscape",1888,"oil on canvas",7360,5960,1888,"The Langlois Bridge"
9762d6b4-703b-41e7-86fe-9ac41d651b81,"Auvers-sur-Oise,drawing,Townscape",1890,"chalk on paper",2370,3100,1890,"Village Street"
15e349e1-283f-498a-9fdb-f838459fccd8,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Woman on a Velocipede"
d3cefed7-c8a2-4e6c-b5de-be5371c864c1,"Paris,painting,Self-Portrait",1886,"oil on canvas",3800,4600,1886,"Self-Portrait with Pipe"
28bcf9d3-59cb-41ea-8b1a-2d3f6ee4ef4a,"Paris,drawing,Animals",1887,pencil,2620,3530,1887,"Barn Owl Viewed from the Front"
9c324a56-5171-4c75-aaa7-cfe1c138f728,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Mother and Child"
c5cc2e28-6984-467b-bbae-d07fde25d6f7,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Hand
72842924-a5b2-4c56-9ff5-1e7875cb0dc7,"Nuenen,drawing,Figures",1885,"chalk on paper",2080,3470,1885,"Woman with a Mourning Shawl"
a4860a58-f08a-43e4-a775-0ed0a4cebf7b,"Paris,painting,Cityscape,landscape",1887,"oil on canvas",6530,4940,1887,"By the Seine"
fe92ada4-a0d9-4721-9a4f-c9b4e9e262f1,"Saint-Rémy-de-Provence,drawing,Animals",1889,chalk,2100,1350,1889,"Giant Peacock Moth and Beetle"
4ebe5d43-a2dc-43de-87cc-464ed5024981,"Arles,drawing,landscape",1888,pencil,3490,2580,1888,"Farmhouse in a Wheatfield"
85b95a24-903c-413b-a453-e1a56c02ba42,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",3520,4730,1886,"Idol and Sketches of Venus"
d8b44dcd-0538-4068-91bc-987a4d20bfa2,"The Hague,drawing,Figures",1882,"pencil on paper",2760,4910,1882,"Woman with a Broom"
7150b074-06a9-49c4-a06c-28e84c1ca687,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Perspective frame"
53c03f3f-ab04-4709-8456-ad9deaf92da2,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3450,4220,1885,"Head of a Woman"
95bbb92f-2c7d-4678-9330-f3e13753eaa1,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3210,2250,1885,"Peasant Lifting Potatoes"
7a77f8b3-545d-44ba-a565-550ecf2022c3,"Paris,drawing,Figures",1886,pencil,800,1110,1886,"Sheet of Sketches"
370cae67-98e0-40e0-9ac6-06ef6ab5de09,"Nuenen",1884,"pencil on paper",750,1240,"1884 - 1885",Notes
e28141f3-b863-41d0-a432-f4dc0ca3bf16,"Saint-Rémy-de-Provence,painting,landscape,Peasant Life",1890,"oil on canvas",9200,7210,1890,"Snow-Covered Field with a Harrow (after Millet)"
9395b032-f291-4985-9a7b-c911a5a08798,"Auvers-sur-Oise,print,Portrait",1890,etching,1480,1450,1890,"Portrait of Dr Gachet"
481d51d1-e37a-43f5-b135-5c9c5f3dd12a,"Paris,drawing,Figures",1887,pencil,2630,3940,1887,"Tracing of the Cover of Paris Illustr&#233;. Le Japon"
a3c557bc-7f50-461c-9222-0616f1072830,"Nuenen,drawing,landscape,Nature",1884,pencil,2340,2000,1884,"The Vicarage Garden"
d8ed5059-9eb1-4992-b4c9-c06d367ccc50,"Nieuw Amsterdam,painting,Figures,landscape,Peasant Life",1883,"oil on canvas",3650,2780,1883,"Women on the Peat Moor"
1eadd717-2736-4321-ba69-89c9fc4fb5d9,"Nuenen,drawing,Figures,landscape,Peasant Life",1883,"chalk on paper",2550,1560,1883,"Figures in a Winter Landscape"
b4738043-e917-48cc-bd79-5c7d80f9ffc3,"Saint-Rémy-de-Provence,drawing,Figures,interior,Peasant Life",1890,pencil,4980,3330,1890,"Interior with Ten Figures"
571cb1ee-a695-4c37-b5a0-51cae7d3cc25,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",710,2300,1890,"Sketch of a Woman Seated at a Table and a Woman Standing"
6421ca96-d22b-4042-83be-001ac2abf35f,"Saint-Rémy-de-Provence,painting,landscape,Nature",1890,"oil on canvas",2720,4350,1890,"Cypresses and Two Women"
8a108c9a-d1e7-4f0f-9563-26c33644aad5,"Saint-Rémy-de-Provence,painting,Biblical Scene",1889,"oil on canvas",6050,7300,1889,"Piet&#224; (after Delacroix)"
a27e6263-da44-44bb-bad9-7d789c842f0b,"Nuenen,drawing,landscape,Townscape",1883,"chalk on paper",1030,1050,1883,"Landscape with a Church"
3301b908-5f72-431f-b8d9-8927410b467f,"Nuenen,painting,Townscape",1885,"oil on canvas",4300,3320,1885,"The Vicarage at Nuenen"
028591ae-8d4f-456b-a084-cb3dd903a4dc,"Nuenen,painting,Still Life,Peasant Life",1885,"oil on canvas",4430,3400,1885,"Bobbin Winder"
afc9a864-b9ce-4813-be12-1ebb09458e5d,"Paris,drawing,Figures,nude",1887,"pencil on paper",3110,2440,1887,"Sorrowing Woman"
fa4f25ee-24ff-453d-9120-fe724e05d6c6,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Mount
ccd4762b-4908-4613-8e77-4a8c57c98fe0,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,4530,3420,1884,Weaver
bb3a889d-7a0b-4feb-abde-e9d9e31e3966,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",3150,4760,1886,"Torso of Venus"
dd949654-e8d7-43f6-b9da-94bae0939e36,"Paris,painting,Self-Portrait",1887,"oil on canvas",3010,4190,1887,"Self-Portrait with Pipe and Straw Hat"
cf2a5933-e3b3-469c-bb1c-4e05fd738d94,"Antwerp,drawing,Figures",1886,charcoal,3920,5090,1886,"Seated Man with a Beard"
9b32e016-a2da-4eee-9eaf-cfe55e50f805,"Paris,drawing,Figures,nude",1886,"chalk on paper",4820,6170,1886,"Seated Male Nude Seen from the Back"
61b85e16-ab54-4bb5-9106-72531dd0b458,"The Hague,drawing,landscape",1882,,3440,2460,1882,"Country Road"
674884a0-186e-4f1b-bf66-c5565e876e44,"Antwerp,painting,study,Portrait,Figures,Heads",1885,"oil on canvas",3850,4630,1885,"Portrait of a Prostitute"
01947ad5-d9ae-4c67-a9d3-42db2cb84868,"Nuenen,drawing,study,Figures",1884,"chalk on paper",3440,2080,"1884 - 1885",Arm
a2e26315-c341-44c8-bf1c-2316c8a8d19b,"Saint-Rémy-de-Provence,drawing,Nature",1889,"pencil on paper",2060,2980,1889,"Almond Tree and Wall in the Garden of the Asylum"
195b4312-1e79-43e8-a22c-ac65e1d633bd,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"chalk on paper",2380,3150,1890,"Winter Landscape with Working Figures"
0cc4ac08-c0dc-4a5f-bebd-3267f974d989,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",4020,3340,1889,"Olive Trees on a Hillside"
e2f9a190-1a67-4b57-ad75-be7a91970055,"Auvers-sur-Oise,drawing,landscape,Nature",1890,"pencil on paper",3070,2360,1890,"Landscape with the River Oise"
852ab334-3a0f-4836-bc35-ec9cd57afb3b,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1890,"pencil on paper",3270,2540,1890,"The Walled Wheatfield"
2b878e84-7726-4a2f-b263-76d4c609215b,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Figures in an Interior"
497a9ad2-1220-453e-9154-8a1f24cb2da3,"Auvers-sur-Oise,drawing,Still Life,Heads",1890,"chalk on paper",2380,3140,1890,"Egyptian Head"
c8c72b4d-69d4-4c19-a9f6-5bc938489395,"Paris,painting,study,Still Life",1887,"oil on canvas",3270,4100,1887,"Plaster Cast of a Woman&#39;s Torso"
8c03aee4-dd0d-41be-8027-30fc94c3e599,"Nuenen,painting,Figures,Peasant Life",1885,"oil on canvas",4450,3360,1885,"Study for &#39;The Potato Eaters&#39;"
35fc965c-e78e-422b-9c16-2d42afbc9d17,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"pencil on paper",2530,2440,1890,"Couple with Child, Walking in the Rain"
e5fe882a-4386-4797-b86f-fc7b5aa00793,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas on cardboard",3320,4320,1889,"Peasant Woman Binding Sheaves (after Millet)"
f5dc8df6-d3d8-4543-abed-11574416c136,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885",Church
672c2ae3-caf3-42e7-8ed0-b41470c4c154,"Nuenen,drawing,Figures,Peasant Life",1885,"pencil on paper",2110,3460,1885,"Seated Woman"
50c32436-1182-4a33-84b8-419ebe752357,"1871 - 1880,Brussels,drawing,Figures,Still Life,Peasant Life",1880,"pencil on paper",2640,4830,"1880 - 1881","French Peasant Woman Suckling Her Baby (after Dalou)"
af8bc7f2-6357-4043-aeaa-9aa3a6ba6063,"Arles,painting,Cityscape",1888,"oil on canvas on cardboard",3310,3970,1888,"View of a Butcher&#39;s Shop"
9e4e1d85-eb9a-4fb8-a3c2-4c9d81277765,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3470,2110,1885,"Sale of Building Scrap"
5bbf4b0b-f7c8-47af-a9f3-ce79d7322d38,"Paris,painting,landscape,Cityscape",1887,"oil on canvas on cardboard",4200,3300,1887,"Square Saint-Pierre at Sunset"
3e232414-67da-4e8a-b263-7945365c7442,"Arles,painting,Seascape",1888,"oil on canvas",8150,6500,1888,"Fishing Boats on the Beach at Les Saintes-Maries-de-la-Mer"
15f957fa-491b-4f76-8cf1-56ddfffb2994,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885",Figure
3d135d6e-987b-40b8-9aef-9bd8d15fa92d,"Paris,drawing,interior,Cityscape",1887,"pen and ink",3980,5400,1887,"Window in the Bataille Restaurant"
fee0c5c1-d53d-4b3f-8ff1-bfe9a769a0ed,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Peasant Woman Working in the Fields"
26082bcd-20a5-4b0c-831c-aae008a72bff,"Antwerp,drawing,Cityscape",1885,"chalk on paper",1660,920,1885,"View of Het Steen"
704b8f79-b162-46d2-9594-f0de6dcbdef6,"sketch,drawing",1886,"chalk on paper",1360,1020,1886,Foot
4ed14d24-bfe8-4c23-8747-f09c6bad6d0a,"",1885,"pencil on paper",810,1020,"1885 - 1886",Note
d85697cc-ac97-43bc-b3ae-2e742f6270c5,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Male Figure (after Bargue)"
6e320ca7-a502-4e56-abde-4222c3332ef4,"Arles,painting,Seascape",1888,"oil on canvas",6430,5050,1888,"Seascape near Les Saintes-Maries-de-la-Mer"
92b74c4c-d5ba-4d7f-8660-240e32310f7c,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,1070,1120,"1884 - 1885","Head of a Woman"
0b657433-5078-4757-adf1-b66c58fab0b7,"Nuenen,sketch,drawing",1884,"pen and ink on paper",750,1240,"1884 - 1885","Two Heads"
56bb3af3-b372-4769-996e-2d3c1d5c846c,"Paris,drawing,Figures,nude",1886,"pencil on paper",3160,4760,1886,"Seated Female Nude"
719d57af-0575-45a0-8e26-87f2b2db9523,"Paris,painting,Still Life",1887,"oil on canvas",6040,4570,1887,Apples
d5268f9e-3372-479b-aecf-7b5e1db35033,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1889,chalk,6380,2380,1889,"Chestnut Leaf with Pod and Landscape with Cypresses"
986964f4-3da9-4c34-8439-c2574b1865e5,"Nuenen,drawing,landscape,Peasant Life",1885,"chalk on paper",3430,2500,1885,"Wheatfield with a Stook and a Mill"
25ad86cb-6435-455a-904b-61009c8c6a4b,"Nuenen,drawing,interior,Figures,Peasant Life",1885,chalk,3710,3040,1885,"Woman Preparing a Meal"
c5c4b37e-d06f-4b9f-8dce-abf6770d695e,"Etten,drawing,Figures,Peasant Life",1881,charcoal,4680,6220,1881,Digger
c29c80d9-1228-4245-81e7-2c06b4d4c712,"Nuenen,drawing,Figures,Peasant Life",1885,pencil,2110,3450,1885,"Seated Woman"
f8b2acb9-fcd9-4918-b048-1226b01b023f,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,4520,3250,1884,Weaver
ae3b867c-0ab1-4fd7-afae-c6f00a2c40fd,"Paris,painting,Self-Portrait",1886,"oil on canvas",3850,4650,1886,"Self-Portrait as a Painter"
663b41cb-d4b0-44e8-a4fd-4925f1988836,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",3130,4370,1886,"Torso of Venus"
00c14244-03d2-4a33-a588-efaa0990e1cb,"Arles,painting,landscape,Nature",1888,"oil on canvas",3500,2400,1888,"Field with Poppies"
05288ee8-25f8-49e0-8d10-94965cd7fef2,"Saint-Rémy-de-Provence,drawing,Nature",1889,"pencil on paper",1750,2990,1889,"Trees and Wall in the Garden of the Asylum"
cfc1eadb-6579-46d9-8cb9-a118142e5db2,"",1885,"pencil on paper",1360,1020,"1885 - 1886",Note
7d0ce01b-bd5d-40c3-854f-35a35ea15443,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,"pen and brush and ink",790,1240,"1884 - 1885","Head of a Woman"
59a37e6e-4388-46dd-acd3-5c64832c5d71,"Auvers-sur-Oise,painting,landscape,Nature",1890,"oil on canvas",10130,5040,1890,"Wheatfield under Thunderclouds"
246a3106-12cc-43db-a247-b0130baec201,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"pencil on paper",3190,2390,1890,"Winter Landscape with Figures"
33778939-6ac9-41ae-8e16-91a56b72c3f1,"sketch,drawing",1886,"pencil on paper",1360,1020,1886,"Plaster Cast of a Woman&#39;s Torso"
ee12f017-5b9f-447e-b491-51738d8c479c,"Paris,drawing,Cityscape,landscape",1887,pencil,5380,3980,1887,"Gardens on Montmartre and the Blute-Fin Windmill"
37bcefe0-fe4b-4531-ac3c-7bd773773a0d,"Nieuw Amsterdam,painting,landscape,Peasant Life",1883,"oil on canvas",5570,3540,1883,Cottages
105f5d27-2ad6-48a1-9a89-716d800d23a8,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Moulin de Blute-Fin"
587aa5e2-d8ae-4b7e-aefb-ccd5e8d527e1,"Arles,drawing,landscape",1888,pencil,3470,2580,1888,"Landscape with Path and Pollard Willows"
e183ea15-9017-4d38-b76d-f2f585bcf1b0,"Auvers-sur-Oise,painting,Nature",1890,"oil on canvas",4800,6400,1890,"Ears of Wheat"
4b8a7392-3101-4d60-b75a-9a85e6215d63,"Nuenen,sketch,drawing",1885,"chalk on paper",750,1240,1885,"Two Women"
4cc11f38-45f2-484e-88f0-bff7b8ebdab4,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Irises
eeab0a44-4054-4df9-bbca-e71137cea219,"Saint-Rémy-de-Provence,drawing,interior",1889,chalk,4710,6160,1889,"Vestibule in the Asylum"
9781d664-2002-4104-a6eb-d2db48a70933,"Nuenen,drawing,Figures",1884,"chalk on paper",3420,2130,"1884 - 1885","Lap with Hands"
faac3a5a-626a-4975-a78f-04384c4f6d28,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,4000,3050,1884,Weaver
3cca8162-5cf2-4cc2-a934-5de8f2396c08,"Nuenen,drawing,Figures",1884,"chalk on paper",3460,2110,"1884 - 1885","Three Hands, Two with Knives"
0945bd2a-8301-48c4-b97d-e605841ec70e,"Paris,painting,Still Life",1887,"oil on canvas",0,5020,1887,"Red Cabbages and Onions"
1c7ae284-7cd1-4845-8e11-96676622b2be,"Etten,drawing,landscape,Peasant Life",1881,pencil,2900,2260,1881,"Winter Landscape with Hut and Figure"
42e876b1-4806-4531-af5e-ce6ad5fc2e3a,"The Hague,drawing,Figures",1882,"pencil on paper",2860,4940,1882,"Old Man Drinking Coffee"
a0c8b812-9997-465f-8131-61b826955863,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3000,4380,1885,"Head of a Woman"
6220c5fa-ef1c-4051-acae-bda5e707f390,"Paris,drawing,study,Figures,Still Life,nude",1887,"chalk on paper",2460,3170,1887,"Torso of Venus"
a444315e-5bc8-4b96-ae61-edbd2e1308e5,"Saint-Rémy-de-Provence,drawing,Figures,interior,Peasant Life",1890,"pencil on paper",3200,2440,1890,"Interior with Two Figures Eating"
0ccd3887-16d8-4b03-ba1f-2a25e9fa8d67,"Paris,painting,Self-Portrait",1887,"oil on cardboard",3280,4090,1887,"Self-Portrait with Straw Hat"
4055ef41-6520-4782-af92-24d5dbee25ee,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Peasants wth Two Horses and Plough"
5ab30622-a050-4bdd-b71a-0a5cfd080208,"Auvers-sur-Oise,print,Portrait",1890,"etching in sanguine",1500,1800,1890,"Portrait of Dr Gachet"
708ae7dc-3f53-43e3-9503-7a49c4e22ed9,"Antwerp",1886,"pencil on paper",940,1020,1886,Note
6969ea67-a796-4243-b47b-63fc2fbc82ec,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Woman
32ad0a43-9e53-4bae-abbb-37648c35f346,"The Hague,print,Figures,nude",1882,lithography,2920,3920,1882,Sorrow
4edb2d1c-2f69-43f9-b07b-cb979c8d9e9a,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Torso of Venus"
e23fe583-4133-4c51-b5f3-1c5e9a686351,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Two Heads of Men"
a646cd42-9b0d-4a4c-8591-dd2842ffcf9d,"Paris,drawing,Self-Portrait",1887,"pencil on paper",2110,1920,1887,Self-Portrait
f986a884-edf7-409a-9b82-e3812797e2df,"Antwerp,drawing,Cityscape",1885,chalk,3010,2260,1885,"The Grote Markt"
4566f285-8f9c-4d2f-a665-6b0c1de08586,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Woman"
3e51dcb7-bef2-4ea2-80f9-afbeb3d36c63,"Saint-Rémy-de-Provence,drawing,Nature",1889,pencil,4710,6230,1889,"Trees with Ivy in the Garden of the Asylum"
1332db2c-9ef9-4f6a-b1d1-031f1371d5f3,"Nuenen,drawing,Figures,Animals,Still Life",1885,"chalk on paper",3440,2120,1885,"Hand with a Bowl, and a Cat"
868231f2-371c-4b24-94e5-86ee3a572d5e,"The Hague,drawing,Figures",1882,pencil,3600,6000,"1882 - 1883","Old Man with a Top Hat"
24773c40-61bf-4937-a167-7f1a3af3fd1e,"Auvers-sur-Oise,print,Portrait",1890,"etching in blue-green",1500,1800,1890,"Portrait of Dr Gachet"
dca15cab-923f-4488-8f8f-0fcda873ebb5,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Woman with a Donkey"
d52ebb2f-6ab4-4cd8-96c4-8dd112fe86b0,"Paris",1886,"chalk on paper",1400,1090,1886,Note
8b8a2499-b9ab-4293-bf1b-92110b818240,"Saint-Rémy-de-Provence,drawing,interior",1890,pencil,2510,3250,1890,"Chair by a Fireplace"
8a6a2913-fcd8-4c06-8ed4-d22e848823a6,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1185","Landscape with Two Horses and Carts"
79fb0120-e7f6-4eb5-beba-6861237e1d5b,"Paris,painting,Self-Portrait",1886,"oil on canvas",1900,2720,1886,Self-Portrait
dd5e1619-2638-4d2b-8f27-e1c68fdbdcc9,"The Hague,painting",1882,"oil on paper on canvas",5190,3640,1882,"View of the Sea at Scheveningen"
d539003f-fa1f-43fd-bb2f-2c5ecc0b34ea,"Arles,drawing,Nature",1888,pencil,3200,2440,1888,"Thistles by the Roadside"
3594442e-d928-421b-a8c9-f82e168f6b3e,"Paris,drawing,study,Figures,Still Life,nude",1887,"chalk on paper",2460,3170,1887,"Torso of Venus"
9f49646a-b762-41dc-ae2a-6d00d81e5799,"sketch,drawing",1885,"chalk on paper",1360,1020,"1885 - 1886","Head of a Woman"
22f8d53a-fcd3-4c9c-87b4-9ff6c1d91d9e,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Male Figure (after Bargue)"
cd48cfdc-843e-4259-bfa6-d72bf4490c32,"Paris,drawing,Cityscape,Figures",1886,"chalk on paper",1680,1010,1886,"People Walking on a Street in the Evening"
2bc9d2b7-a43d-460c-b846-b6573b1d0ef0,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",0,7200,1889,"Garden of the Asylum"
feb28739-f54c-498e-acfe-ad396d63aede,"Paris,drawing,study,Figures,Still Life,nude",1886,charcoal,3180,4890,1886,"Torso of Venus"
522744c5-ff96-4e1c-8746-bff56294aece,"Paris,sketch,drawing",1886,pencil,1980,1090,1886,L&#39;Ecorch&#233;
064ebc91-cdc1-453e-9b64-40df060e8342,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Men in a Caf&#233;"
e0704985-f98e-4321-9a6a-151af32c7eda,"Arles,painting,Portrait",1888,"oil on canvas",2460,3520,1888,"Portrait of Marcelle Roulin"
aa5d80d8-0ef2-4418-bc87-19edf8a76912,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885",Woman
4bf38911-ea84-4b1d-959a-a47c71aa9a69,"Nuenen,sketch,drawing",1885,pencil,750,1240,1885,Woman
8778f6e7-8a6b-4551-8b2e-54883fa208fa,"The Hague,drawing,Figures,Heads",1883,pencil,2940,4720,1883,"Head of a Fisherman with a Fringe of Beard and a Sou&#39;wester"
36bf8969-5108-4b26-a679-9ec5ad3a6cdb,"Paris",1886,,1980,1090,1886,"Inside endpaper with smudge"
061c523a-3963-48b9-b243-830e70941c12,"Saint-Rémy-de-Provence,drawing,Figures",1890,"chalk on paper",3210,2360,1890,"Studies of a Hand"
d4db5a21-ff38-47ee-8818-b1eaadec6e82,"Paris",1886,"chalk on paper",1980,1090,1886,Notes
7bab1ec3-d4c6-4886-9743-3ea28b883d67,"Nuenen,drawing,Figures",1884,"chalk on paper",3450,2070,"1884 - 1885","Lap with Hands and a Bowl"
bea2a68b-ee82-4267-b8bb-8f62e85def55,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Indistinct image"
fba1681b-c0e2-40d5-b01e-288bb925516c,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Town Hall"
d11f5de5-c352-4153-8c41-fe2d3a683d9f,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Male Figure (after Bargue)"
86947b20-680e-4524-b866-eb1dd1a8e44c,"Nuenen,drawing,Figures,Peasant Life",1884,"charcoal or chalk",4480,3490,1884,"Lumber Sale"
f36a1e10-4359-4280-ab97-23eab6110c56,"Paris,drawing,Figures,nude",1887,"pencil on paper",1360,2140,1887,"Nude Woman Squatting Over a Basin"
19bd26e4-4a83-4108-b6f2-5e994f5303b3,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",2950,4360,1889,"The Sheepshearer (after Millet)"
169b987f-4cfa-407a-879b-5ed671f975d7,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Two Horses (upper part)"
e8f98ab9-dc40-4853-afb5-d82efad486c4,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"chalk on paper",2810,2370,1890,"Two Men on a Road"
