imageid,keywords,year,_material,_height,_width,_time,_description
f87fa08f-b06f-4d64-8b37-c02d00814818,"Saint-Rémy-de-Provence,painting,Portrait,Figures,Heads",1889,"oil on canvas",2330,3220,1889,"Portrait of a Man"
32add035-4fca-4bc5-968b-a188173971ef,"Paris,drawing,Cityscape",1886,"chalk on paper",3160,2440,1886,"View of Paris with the H&#244;tel de Ville and the Tour Saint-Jacques"
31d00d4b-a958-4f71-b71f-ebb6d6537bf5,"Paris,drawing,Cityscape,landscape",1886,pencil,1680,1010,1886,"Figures in a Park"
743c8b4e-2b97-422a-8d51-f145c3285fca,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Man
0da8302d-81c7-4221-9e46-0d92111ee7df,"Paris,sketch,drawing",1886,pencil,1980,1090,1886,"Reclining Female Nude and note"
f0269f43-ba66-4c85-8f28-8f0488a15ce7,"Auvers-sur-Oise,drawing,Still Life,Heads",1890,"chalk on paper",2390,3140,1890,"Egyptian Head"
cb1dbb92-1d54-4b5e-b136-61bbe9fe6cff,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Head of a Man"
35b38f5e-dac2-4015-8dc5-c4091dfcb1d8,"Saint-Rémy-de-Provence,painting,landscape,Animals",1889,"oil on canvas",4060,3270,1889,"Landscape with Rabbits"
26394d77-952c-4f70-857e-dcc381e5efc6,"Nuenen,drawing,Figures",1884,"chalk on paper",3460,2120,"1884 - 1885","Two Hands with a Hearth Shovel"
7a066018-6b21-415e-ac72-0b268bf5459b,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Figures in a Park"
e757575d-7c5f-4fe3-94d2-2f6f332bbbe6,"Nuenen,painting,Figures",1885,"oil on canvas",3170,4050,1885,"Woman Winding Yarn"
725b3196-2323-4d40-b5ba-05dc2df419a8,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Girl and Woman"
646f1841-297d-4fd5-b2ba-0ffd633026fe,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Head of a Man with Hat and Pipe"
90c8baac-5d51-4c36-840d-6c77d91c15e9,"Saint-Rémy-de-Provence,painting,Nature",1889,"oil on canvas",2450,3350,1889,Roses
2714ba6c-531e-4cf6-af12-4dd850162c65,"Paris,drawing,Cityscape",1887,pencil,2400,3160,1887,"Entrance to the Moulin de la Galette"
61e0c945-09f3-431e-a23f-2cda80f50d5d,"Saint-Rémy-de-Provence,drawing,Figures",1890,"chalk on paper",3190,2390,1890,"Sketches of Figures and Studies of a Hand"
4329d8c8-4566-4d20-a68d-6dd269028b74,"Nuenen,drawing,Figures,interior,Peasant Life",1885,"chalk on paper",2030,2800,1885,"Woman Sewing"
5962419a-d66c-49e5-8487-e505e32ee017,"Paris,painting,Portrait",1887,"oil on canvas",5450,6580,1887,"Portrait of Etienne-Lucien Martin"
ba9bea6a-689e-45e3-8b4f-5c3e190a0d70,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",3150,4750,1886,"Torso of Venus"
3e497a2c-79cd-4846-b9ee-a165c9353a53,"Paris,drawing,study,Figures,nude",1886,"chalk on paper",3150,4760,1886,"Venus de Milo"
aaec212a-4ab8-4249-81be-6cf83114bf1e,"Arles,painting,Nature,landscape,Blossom",1888,"oil on canvas",6020,8090,1888,"The Pink Peach Tree"
b3475cf7-6d65-49b4-89fd-4b4c9c9a77ff,"Paris",1886,"chalk on paper",1980,1090,1886,Notes
77b6e687-e260-493a-bc14-f054f10cca03,"Paris,drawing,Cityscape",1887,pencil,5380,3980,1887,"Restaurant de la Sir&#232;ne at Asni&#232;res"
a65712ac-0489-471b-9714-e152fabc8d91,"Nuenen,drawing,Figures",1884,chalk,3460,2080,"1884 - 1885","Four Hands"
4cb36198-065a-424f-bfdc-326e75106154,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Women Picking Olives"
ba5eaafb-efea-4f5b-ad37-ece3f86023c1,"Paris,drawing,Figures,nude",1886,pencil,2210,2660,1886,"Couple Making Love"
4244c5e5-1fc4-4262-add4-347b4f4dabd9,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,"pencil on paper",2160,3470,"1884 - 1885","Head of a Young Man"
49009374-50d5-4a87-b3e3-e2b0ab1dc261,"The Hague,drawing,sketch,Figures",1883,,660,1050,1883,"Fisherman with Sou&#39;wester, Sitting with Pipe"
cd892d57-b456-4a05-9cd2-565f2c836c7f,"Paris,drawing,Still Life",1886,"pencil on cardboard",580,1050,1886,Skeleton
83d44b9a-2419-4519-90e2-22eab0bf42d5,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Woman"
cc54ec7c-b9ab-428e-97ad-ba75b365d1e7,"Paris,painting,landscape",1887,"oil on canvas",5380,7330,1887,"Bridge in the Rain (after Hiroshige)"
1a08b46f-04f9-478e-aaae-770118705c89,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Landscape with a Tree"
e77a30fd-296d-478b-94b5-7d09d618bf29,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"pencil on paper",2530,2440,1890,"Couple Walking Down a Road"
250ea2e5-6b7d-4f19-b297-d581bbb4ab6a,"Paris,painting,Cityscape,landscape",1886,"oil on canvas",4100,3200,1886,"The Hill of Montmartre with Stone Quarry"
a1cfaedb-8309-45b1-9727-316d0dc57f61,"sketch,drawing",1886,"chalk on paper",1360,1020,1886,Hand
2a80959d-1344-4cc8-8aea-5e928c8520d4,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Woman
9646ec67-9daf-4311-8540-6ec0d17b8f69,"",1886,"chalk on paper",1360,1020,1886,Note
f56ef8b4-a4ff-459c-a79b-98b510f56a13,"Saint-Rémy-de-Provence,painting,Still Life",1890,"oil on canvas",7390,9270,1890,Irises
f8c189ca-6f9e-4c7e-bc12-9d3997112173,"Nuenen,drawing,landscape,Peasant Life",1885,"chalk on paper",3280,1970,1885,"Stooks and a Peasant Stacking Sheaves"
5de2e9d2-c882-4da6-b4e5-f85f8728f39e,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Indistinct image, possibly a construction drawing"
ec1426c1-72fd-4d71-bd33-b15c8137f98c,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Indistinct image"
2564046b-87c7-41ee-95e6-65629648576a,"Nuenen,drawing,landscape,Townscape",1883,"pen and brush and ink",2060,2860,1883,"Winter Garden"
9d7055ca-3777-430e-b8d7-17968e9faabb,"Auvers-sur-Oise,print,Portrait",1890,etching,1500,1800,1890,"Portrait of Dr Gachet"
2014cf56-c97b-4411-ac09-5d5c9402b19f,"Paris,painting,Self-Portrait",1887,"oil on canvas",3210,4250,1887,"Self-Portrait with Straw Hat and Pipe"
897cdb07-6d6e-4f2e-9688-805af1654f32,"Nuenen,drawing,Figures",1885,"chalk on paper",4470,2900,1885,"Studies of Figures Carrying Bundles of Wood"
42e9e5f1-b807-4575-918a-a70553b9a3e5,"sketch,drawing",1886,chalk,1360,1020,1886,"Hand and note"
d3ba90ed-64a2-4cd7-93d0-126138c0ed97,"Auvers-sur-Oise,drawing,Still Life,Heads",1890,"chalk on paper",2380,3140,1890,"Egyptian Head"
94579be3-7299-4155-a856-29e48c0a11a3,"Paris,painting,Cityscape",1887,"oil on canvas",5550,4600,1887,"Boulevard de Clichy"
a71eca6a-6370-4275-a6ed-ae68bf22f0b2,"Paris,painting,Cityscape,landscape",1887,"oil on canvas",10000,8100,1887,"Montmartre: Behind the Moulin de la Galette"
dcc339ef-d860-4bc0-803c-6a7742bbf047,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Sunflowers
8bb45408-f375-4ea7-8074-c02e9a66ee81,"Arles,drawing,landscape,Townscape",1888,pencil,3140,4810,1888,Montmajour
7f88a238-940a-4d72-9ec5-4b9a20116216,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Figures in a Landscape"
9dabcd3d-9cce-4c8d-b239-ef821eb8bc46,"Auvers-sur-Oise,drawing,study,Figures,nude",1890,"pencil on paper",2690,4370,1890,"Sitting Male Nude (after Bargue)"
38c435cd-6c22-4fe1-a948-e3a6899d6996,"Paris",1886,"pencil on paper",1980,1090,1886,"Notes and rubbing"
6ef5e790-d895-48db-a31a-e00f02e60bc5,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,1020,1540,"1884 - 1885","Head of a Woman"
beb8dcf9-a141-4217-824b-fbca746f8715,"The Hague,drawing,watercolour,landscape,Nature,Figures,Blossom",1882,watercolour,1060,580,1882,"Sketch of Orchard in Blossom with Two Figures: Spring, enclosed in a letter from Vincent van Gogh to Theo van Gogh"
57df01c4-1094-4a97-b678-0f37716275ac,"Paris,painting,Cityscape",1887,"oil on canvas",3810,4590,1887,"View from Theo&#39;s Apartment"
f9f43c69-28fa-4ae5-8884-0a9285ab4b7a,"Paris,painting,Still Life",1887,"oil on canvas",4630,3300,1887,Grapes
e8d5dc22-0de4-4956-aa90-d1cc41a4ac51,"1871 - 1880,The Hague,drawing,landscape",1872,pencil,2240,1830,"1872 - 1873",Driveway
d26d12da-df7b-45f5-8cde-15c1b4cfddc3,"The Hague,drawing,Figures,Heads",1883,pencil,2650,4170,1883,"Head of a Fisherman with a Sou&#39;wester"
7a0b9562-c87f-4c51-b250-8119e35d0229,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Horse and Carriage"
a97e15d4-178f-40db-b440-60cbc97e3d1e,"Arles,drawing,Figures,landscape,Peasant Life",1888,pencil,3200,2440,1888,"The Sower"
558e188d-1ca1-4685-ad80-d1aa4c8257aa,"Auvers-sur-Oise,drawing,Animals,Figures",1890,"pencil on paper",4730,2130,1890,"Sketches of a Horse with Covered Wagon and of a Baby in a Pram"
8aec292f-a117-48f0-bee3-9e5af0606d69,"sketch,drawing",1890,chalk,850,1340,1890,"Cows in the Fields"
cf94a193-dad4-426b-a073-a78f3f8a3be0,"Auvers-sur-Oise,drawing,landscape,Nature",1890,"pencil on paper",3070,2380,1890,"Landscape with River"
49b13428-fc9b-44e4-9bba-b631ac83cdc8,"Paris,painting,study,Still Life,Figures,nude",1886,"oil on cardboard",3800,4600,1886,"Torso of Venus"
4f3bae3c-c83c-4d71-b1ac-ecf4f917261f,"Paris,painting,Still Life",1886,"oil on canvas",3840,4650,1886,"Vase with Gladioli and Chinese Asters"
183e1a56-227a-4096-8c1b-dfe201e3d63b,"Paris,painting,Animals",1887,"oil on canvas",4680,3800,1887,"A Crab on its Back"
a7ad24ad-bd3c-4e3c-852b-927dbbda30a1,"1871 - 1880,The Hague,drawing,landscape",1872,pencil,1830,2480,"1872 - 1873",Ditch
67a323ab-36aa-4927-afae-8877369c18c1,"Paris,drawing,Still Life",1887,pencil,2450,3240,1887,"Kneeling Ecorch&#233;"
0dffa031-51da-461a-aad8-7ed05820f464,"Auvers-sur-Oise,drawing,Figures",1890,"chalk on paper",2390,3140,1890,"Stooping Man"
0ca89662-e73e-4a9f-822e-ede8efe0597f,"Paris,drawing,Figures,Still Life",1886,charcoal,6260,4790,1886,L&#39;Ecorch&#233;
1b89792a-5c59-47ef-aade-94f227538b50,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,chalk,3190,2390,1890,"Studies of a Sower and of a Hand"
e0109758-0356-45a0-a329-fd1b8ea3e73d,"Arles,painting,Portrait",1888,"oil on canvas",3250,4050,1888,"Portrait of Camille Roulin"
17733b08-df04-4770-b860-3b2402763d6a,"Saint-Rémy-de-Provence,drawing,Nature",1889,"pencil on paper",2910,1960,1889,"Trees, Stone Bench and Fountain in the Garden of the Asylum"
65ab1f44-c96d-4def-808f-245386d3a3ab,"The Hague,print,Figures,nude",1882,lithography,2920,3890,1882,Sorrow
a12f2474-9a16-4782-ad41-d4f69925524f,"Saint-Rémy-de-Provence,drawing,Nature",1889,pencil,2020,3020,1889,"Pine Trees and Wall in the Garden of the Asylum"
534295d3-2676-45fc-b51d-03a20058f6ff,"Antwerp,drawing,Figures",1885,"chalk on paper",1660,920,1885,"Two Women in a Balcony Box"
82de237b-0189-4c15-b4e4-2efa9ee6c386,"Paris,painting,study,Still Life",1887,"oil on cardboard",2400,3290,1887,"Plaster Cast of a Woman&#39;s Torso"
12bd07b2-3c26-45c9-99d2-5958cf101d3a,"Paris,painting,Cityscape,landscape",1887,"oil on canvas",11300,7500,1887,"Garden with Courting Couples: Square Saint-Pierre"
e0be6b5e-e907-41ee-9373-4eba5accd48a,"Antwerp,drawing,Cityscape",1885,"pen and ink",2110,1310,1885,"View of Het Steen"
7fc9de2d-fe8e-4407-b529-6bba82e35c7f,"Arles,drawing,landscape,Townscape",1888,pencil,4780,3130,1888,"The Ruins of Montmajour"
7e31d670-f3e3-4f6d-8eeb-a8a366756bbb,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Horse
ddc5161c-3ed3-4678-8aa1-57e0ad1b10a3,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3520,5390,1885,Digger
5cc4ae03-4ed4-4b69-88bc-54cee4217b38,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885","Two People"
fd484b10-46c9-475f-901c-47a760cd0934,"Nuenen,drawing,Still Life,Townscape,Peasant Life",1885,"chalk on paper",2110,3460,1885,"Kettle Over a Fire and a Cottage by Night"
1d502923-b022-45e4-95df-f19ebe822923,"Paris,drawing,study,Figures,Still Life,nude",1887,"chalk on paper",2460,3210,1887,"Torso of Venus"
7cfea0d8-099d-46a6-ab64-92b7181e1b8a,"Arles,painting,Nature,Blossom",1888,"oil on canvas",4630,7360,1888,"Small Pear Tree in Blossom"
239bb5e0-a752-467d-86b0-d6a05b6ac266,"Nuenen,drawing,Still Life",1885,"chalk on paper",2100,3450,1885,"Plate with Cutlery and a Kettle"
8e16d66a-b1ff-47f6-9560-2a7adad09236,"Saint-Rémy-de-Provence,drawing,Figures,Heads,Peasant Life",1890,chalk,6450,2430,1890,"Study of a Head and Figures Around a Table"
b12d0e38-06f0-4bed-b748-35e8a1b8245f,"Saint-Rémy-de-Provence,painting,Biblical Scene",1890,"oil on paper",6550,5000,1890,"The Raising of Lazarus (after Rembrandt)"
62439c95-4355-4ba8-af68-e5f81ed8b5c2,"Saint-Rémy-de-Provence,drawing,Nature",1890,"pencil on paper",3260,2530,1890,"Cloud Study"
52792f1a-fc03-428c-b2f0-fa3884c6e935,"Paris,painting,Nature,Blossom",1887,"oil on canvas",4680,5560,1887,"Flowering Plum Orchard (after Hiroshige)"
7f5e1f27-bfbc-45e5-9a19-d3f0c3c1c28c,"Nuenen,drawing,Figures",1884,"chalk on paper",3460,2110,"1884 - 1885","Two Hands"
4995d8ee-1c75-4c29-a1d7-43c42d90fb9e,"Arles,painting,landscape,Cityscape,Nature",1888,"oil on canvas",6500,5400,1888,"Field with Irises near Arles"
f91f02b8-6f7b-4167-88fb-a574f9c459f4,"Saint-Rémy-de-Provence,drawing,landscape,Townscape,Figures,Peasant Life",1890,pencil,3200,2350,1890,"Landscape with Houses and Two Diggers"
171c2b1b-5d57-421b-94a4-0126d154d931,"Saint-Rémy-de-Provence,drawing,Nature",1889,"pencil on paper",1850,2920,1889,"Trees and Wall in the Garden of the Asylum"
779a3126-9b34-456e-bf56-27c7d0bd73e8,"Saint-Rémy-de-Provence,drawing,landscape",1889,"chalk on paper",3240,2480,1889,"Road with Trees"
9a2319a2-da63-447b-a951-dfdfe2eb0567,"Antwerp,drawing,Figures",1885,"chalk on paper",1630,920,1885,"Dance Hall"
5e8a57b2-5a0d-4936-b796-0c3e0bd48763,"Arles,drawing,Cityscape",1888,pencil,3200,2420,1888,"Railway Storage Yard"
6886ad92-c091-4c08-af8a-a571c9c2c5ae,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Forelegs of a Horse"
11539587-0cd3-4624-a797-c7896575905a,"The Hague,drawing,Figures",1882,"pencil on paper",3160,5040,1882,"Worn Out"
91e94483-3a61-4675-915d-8afca560edb7,"Auvers-sur-Oise,drawing,Townscape",1890,"chalk on paper",3020,2370,1890,"Sketch of a Thatched Roof"
ed486219-d603-4b5a-9abb-4ec242de1e55,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Head of a Woman"
f348c62b-3993-49c1-bf7d-9d73c437f78a,"Nuenen,painting,Still Life",1885,"oil on canvas",5630,4010,1885,"Still Life with Earthenware and Bottles"
0d69344a-723b-42ed-adb2-c4da1a1f9e69,"1871 - 1880,The Hague,letter",1872,"pen and ink on paper",1360,2070,1872,"Letter from Vincent van Gogh to Theo van Gogh"
704e3fda-a16f-4939-b8f7-d9b960f3f999,"Nuenen,drawing,Figures,Peasant Life",1885,chalk,2260,2870,1885,"Peasant Woman Lifting Potatoes"
aeabfcee-33f7-471a-a776-79e002d1824b,"Saint-Rémy-de-Provence,drawing,Still Life,Figures",1890,"chalk on paper",2380,3110,1890,"Chair and Study of a Hand"
18b6e57e-d80e-4f36-b2d8-6873e8704bdc,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,"pencil on paper",2150,3460,"1884 - 1885","Head of a Young Man"
7b29a5f7-d162-4d6a-abcf-cb6bd4ee1bb9,"Etten,drawing,Figures,Peasant Life",1881,pencil,3670,4810,1881,"The Sower (after Millet)"
0f37f478-2940-488c-b76b-253276211835,"Paris,drawing,Figures,nude",1887,"pencil on paper",2490,3140,1887,"Seated Woman"
13c6659c-18e7-481e-a83f-345569c161ba,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",5550,4500,1885,Woodcutter
ac9682ab-f9e4-475e-8c73-cf1b9c4b627b,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Woman
5bbb3609-a05d-451d-a73f-091bbbaea95c,"Paris,painting,Self-Portrait",1887,"oil on canvas",5020,6110,1887,"Self-Portrait with Glass"
0fd9a30b-5053-4da9-a34a-2008f06a1d51,"Saint-Rémy-de-Provence,painting,Nature",1889,"oil on canvas",3350,2450,1889,"Wild Roses"
e8d20e36-9e08-47d8-9eea-447fc0d7eff4,"Paris,painting,study,Still Life",1886,"oil on cardboard",4090,3310,1886,Horse
21f56fb1-b2aa-409d-8540-32b7e9f0c81d,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Hand
df299914-b847-4b3b-9407-d3f362c3be31,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Head of a Child"
cdca319d-899a-4ce9-b10b-f0cab123172e,"The Hague,painting,Still Life",1881,"oil on paper on panel",5500,3400,1881,"Still Life with Cabbage and Clogs"
74c860f2-f3dd-4aac-bc39-a499230acfa4,"Nuenen,sketch,drawing",1884,"ink on paper",750,1240,"1884 - 1885","Head of a Woman"
87392d45-5dd8-43f6-b55d-c8636b898469,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Windmills at Montmartre"
a53c3c51-f3e2-408d-95f4-c077c0018a9e,"sketch,drawing",1890,,850,1340,1890,"Indistinct image"
e497a6d3-0d0f-49b8-858a-8360491e6121,"The Hague,print,Figures,Peasant Life",1883,lithography,2650,1550,1883,"Burning Weeds"
0834b28f-1542-4a5d-8e3f-bd3cd59546ae,"Nuenen,drawing,Figures,interior,Peasant Life",1885,"chalk on paper",2260,3030,1885,"Woman by a Hearth"
764b5549-bdb3-46a3-8e2d-aa6c0e14c214,"Saint-Rémy-de-Provence,drawing,Nature",1889,pencil,3240,2540,1889,"Pine Trees and Wall in the Garden of the Asylum"
570482e3-cfe9-474e-b525-39b34f9e6c0e,"Paris,painting,Self-Portrait",1887,"oil on canvas",3720,4450,1887,"Self-Portrait with Grey Felt Hat"
a5385f5a-48da-4627-923e-b2a3d38f654f,"Nuenen,drawing,Figures,interior,Peasant Life",1884,pencil,3990,3150,1884,"Weaver, with a Baby in a High Chair"
cabc06b6-46fe-401d-b242-bdff84e96e1a,"The Hague,drawing,Figures",1882,"pencil on paper",2350,4720,1882,"Old Man in a Tailcoat"
57f50e2b-8887-420c-8d65-b67a52044cfb,"Auvers-sur-Oise,drawing,Figures",1890,"pencil on paper",4730,2080,1890,"Sketches of Women Doing the Washing"
468af24b-1087-4ce5-bd2a-8a4c52100772,"Paris,drawing,Cityscape,landscape",1886,"pencil on thin cardboard",1050,610,"1886 - 1887","Park with Figures"
5f48675f-69ea-45e6-bea0-30e306cb63d1,"sketch,drawing",1885,"chalk on paper",1360,1020,"1885 - 1886",Sower
bae3b6cc-e929-4d09-917a-5114073d0a64,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"chalk on paper",3190,2380,1890,"Studies of Diggers"
4c512ac1-0668-44ee-b2c9-5ff23058db6b,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1889,pencil,6230,4710,1889,"Wheatfield and Cypresses"
386b78f9-1d1e-4ff4-a0d0-73f765d982c4,"Nuenen,painting",1884,"oil on canvas",3220,4150,"1884 - 1885","Congregation Leaving the Reformed Church in Nuenen"
b0b4f52c-c689-4c3b-a4e9-7f26980cf038,"Paris,drawing,Portrait",1887,"pencil on paper",1370,2140,1887,"Portrait of P&#232;re Tanguy"
6450730e-401a-410b-9b4b-6f3d393f88a2,"Paris,drawing,Figures",1887,"pencil on paper",2090,1360,1887,"Woman Pianist and a Violinist"
2293caea-78b2-428d-9e8a-c529f22ea2ea,"1871 - 1880,The Hague,drawing,landscape,Cityscape",1872,pencil,2580,2540,"1872 - 1873",Canal
20a2f106-d013-40a2-b935-e91de144cf24,"Paris,painting,Still Life,interior",1887,"oil on canvas",3320,4630,1887,"Caf&#233; Table with Absinthe"
f60e876b-9554-495a-b204-5e3f3817addc,"Arles,painting,Nature,landscape,Blossom",1888,"oil on canvas",8100,6000,1888,"The White Orchard"
60dabd18-8bc8-4877-a36e-9bba96857d50,"Arles,painting,Portrait,Figures",1888,"oil on canvas",5570,6580,1888,"The Zouave"
3eedd989-9a6a-44cf-ae73-3e848030ee6f,"Nuenen,drawing,Figures",1885,"chalk on paper",3470,4240,1885,"Hand with a Stick, and Four People Sharing a Meal"
db71c33e-124b-4cb7-ba96-67fb4ebf6bca,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Man"
f3605915-422e-46ca-9272-37770d961e02,"Amsterdam,painting,Cityscape",1885,"oil on panel",2710,2050,1885,"The De Ruijterkade in Amsterdam"
16879023-3788-4625-a5b1-aee35c5901d7,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",5630,4460,1885,Reaper
573addcb-7748-4cc4-991e-99d96e580363,"Saint-Rémy-de-Provence,drawing,Figures,interior,Peasant Life",1890,"pencil on paper",2440,2530,1890,"Interior with Three Figures at a Table"
766a1589-2bd2-4ad2-88ff-94658fad42dc,"Paris,painting,Nature",1887,"oil on canvas",4650,5580,1887,"Horse Chestnut Tree in Blossom"
3fb194af-998d-4315-b21b-56366c1f5620,"Nuenen,drawing,Figures",1885,"chalk on paper",2100,3460,1885,"Stocky Man"
24bb127b-022e-476c-9eab-cc72ce64c04f,"Nuenen,painting,study,Figures,Heads,Peasant Life",1884,"oil on canvas",3330,4200,"1884 - 1885","Head of a Woman"
858b7a26-329e-406c-862f-26cfdba2f032,"Nuenen,painting,Townscape,Peasant Life",1885,"oil on canvas",7930,6570,1885,"The Cottage"
fb260111-fa18-4dbb-92e2-ccecfbca44f8,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Daubigny&#39;s Garden"
c6ba5641-a2c4-4a30-b6f7-5ba21c07369f,"Nuenen,painting,Animals",1884,"oil on canvas",7900,4150,1884,"Flying Fox"
71586b45-4bf9-4fb4-be2c-ae4f24e77810,"The Hague,print,Figures,landscape,Peasant Life",1883,lithography,3260,2470,1883,"Gardener by an Apple Tree"
5d142a1b-581a-410c-9b19-3777d7c2d6ba,"Paris,sketch,drawing",1886,pencil,1510,1090,1886,"Heads and notes"
950ecff1-a74c-4399-991c-5dc8d6971d72,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",5640,4480,1885,Reaper
9d00248d-26d7-4aff-9b1d-c52ffe6d07b8,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Sunflowers
d716915d-759c-4ecd-9391-80a85e2bcf9c,"sketch,drawing",1885,Pencil,1360,1020,"1885 - 1886","Head of a Woman"
300a93da-ae98-48e3-8561-ade29bc5000d,"Arles,painting,landscape,Peasant Life",1888,"oil on canvas",9180,7340,1888,"The Harvest"
de0f543c-0256-4c66-8f54-ffa130b1e500,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",5240,4200,1885,Reaper
a0202b8d-9457-40db-a965-3a099e76e9da,"Antwerp,painting,study,Figures,Heads",1885,"oil on canvas",2440,3520,1885,"Head of a Prostitute"
de16c0e4-116c-436f-a7d5-6f7899d2c536,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",4150,3220,1889,"Ravine with a Small Stream"
1e0dbf28-5e22-42f7-8352-149209aeb920,"Paris,drawing,Cityscape,landscape",1886,"chalk on paper",4630,3210,1886,"Park View"
211fe157-413d-44c6-84bb-c403aca4e9ea,"Auvers-sur-Oise,drawing,Animals,Figures",1890,"pencil on paper",4730,2080,1890,"Sketches of Animals and Children"
6fff842d-cca9-48fe-bbb2-6fc7979be4e3,"Arles,painting,Still Life",1888,"oil on canvas",7270,9050,1888,"Gauguin&#39;s Chair"
4d7935e6-b786-4e00-b687-d99338c2efb6,"Paris,painting,Still Life",1887,"oil on canvas",2710,2120,1887,"Sunflowers Gone to Seed"
177b727a-092f-4fdc-ba2e-91750c437982,"Arles,painting,landscape,Peasant Life",1888,"oil on canvas",9250,7250,1888,"Ploughed Fields (&#39;The Furrows&#39;)"
b533f3e3-9502-4ba6-abd0-635906b326e9,"Saint-Rémy-de-Provence,painting,Still Life",1889,"oil on canvas",4050,3220,1889,"A Pair of Leather Clogs"
89fae879-82d2-448c-916c-e64d0f2fa5bf,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Head of a Man"
56a6f329-4e4c-4116-9359-1cafe183a53e,"Nuenen,painting,study,Figures,Heads,Peasant Life",1884,"oil on canvas on panel",3480,4780,"1884 - 1885","Head of a Woman"
580476f4-a883-4b25-b7a2-bba43ed0b8c6,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1890,"chalk on paper",2380,3120,1890,"Mountain Landscape Behind the Walled Wheatfield"
e596d5b0-9881-453f-976f-95684f0f6b20,"Saint-Rémy-de-Provence,drawing,landscape,Figures,Peasant Life",1890,"pencil on paper",2730,2390,1890,"Sower in the Rain"
b4e86638-6b6b-4d1f-91d9-069618b0b091,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3130,3880,1885,"Head of a Woman"
75bdb1c1-0202-404c-a4c9-caa2f845a186,"Paris,painting,study,Still Life,Figures,nude",1886,"oil on cardboard",2710,3530,1886,"Torso of Venus"
0241e8a0-49a8-45d6-8754-ad9854798672,"Arles,drawing,landscape,Nature",1888,pencil,6100,4910,1888,"The Rock of Montmajour with Pine Trees"
cab01cff-5f0f-4615-8324-d62b5edd3671,"Arles,drawing,landscape",1888,pencil,3470,2570,1888,"Field with Farmhouses"
1e6ccb55-b638-4a9c-8ed8-d168bff07096,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Two Women Working in the Fields"
c8708b45-0c96-4fb0-8d4e-ad04e9f235c6,"Paris,drawing,Animals",1887,pencil,2620,3530,1887,"Barn Owl Viewed from the Side"
f017120d-978c-4e76-bef6-a2b3b0739b37,"Saint-Rémy-de-Provence,drawing,landscape,Figures",1890,"chalk on paper",2390,2820,1890,"Carriage and Figures on a Road"
e015db4e-cd36-495e-aefe-8ac692b394b7,"The Hague,drawing,Cityscape",1882,pencil,3390,2400,1882,"Bridge and Houses on the Corner of Herengracht-Prinsessegracht, The Hague"
